"UNICODE","FECHA","INSP_COMPLETA"
"29.29.104.100","6//2015",1
"29.29.104.101","6//2015",1
"29.29.104.102","6//2015",1
"29.29.104.92B","6//2015",1
"29.29.104.91","6//2015",1
"29.29.104.91A","6//2015",1
"29.29.104.91B","6//2015",1
"29.29.104.90","6//2015",1
"29.29.104.91C","6//2015",1
"29.29.104.79","6//2015",1
"29.29.104.81","6//2015",1
"29.29.104.82","6//2015",1
"29.29.104.83","6//2015",1
"29.29.104.284","7//2015",1
"29.29.104.285","7//2015",1
"29.29.104.286","7//2015",1
"29.29.104.287","7//2015",1
"29.29.104.257","7//2015",1
"29.29.104.258","7//2015",1
"29.29.104.260","7//2015",1
"29.29.104.261","7//2015",1
"29.29.104.263","7//2015",NA
"29.29.104.264","7//2015",1
"29.29.104.273","7//2015",1
"29.29.104.274","7//2015",1
"29.29.104.275","7//2015",1
"29.29.104.276","7//2015",NA
"29.29.104.277","7//2015",1
"29.29.104.278","7//2015",1
"29.29.104.279","7//2015",NA
"29.29.104.280","7//2015",1
"29.29.104.281","7//2015",1
"29.29.104.283","7//2015",1
"29.29.104.251","8//2015",1
"29.29.104.250","8//2015",1
"29.29.104.249","8//2015",1
"29.29.104.248","8//2015",1
"29.29.104.247","8//2015",1
"29.29.104.246","8//2015",1
"29.29.104.245","8//2015",1
"29.29.104.244","8//2015",1
"29.29.104.241","8//2015",1
"29.29.104.240","8//2015",1
"29.29.104.230","8//2015",1
"29.29.104.233","8//2015",1
"29.29.104.235","8//2015",1
"29.29.104.236","8//2015",1
"29.29.104.238","8//2015",1
"29.29.104.239","8//2015",1
"29.29.104.256","8//2015",NA
"29.29.104.255","8//2015",1
"29.29.104.253","8//2015",1
"29.29.104.252","8//2015",NA
"29.29.104.563","10//2015",1
"29.29.104.562","10//2015",1
"29.29.104.561","10//2015",1
"29.29.104.560","10//2015",1
"29.29.104.559","10//2015",1
"29.29.104.592","10//2015",NA
"29.29.104.598","10//2015",1
"29.29.104.597","10//2015",1
"29.29.104.596","10//2015",NA
"29.29.104.595","10//2015",1
"29.29.104.606","10//2015",1
"29.29.104.601","10//2015",1
"29.29.104.600","10//2015",1
"29.29.104.599","10//2015",1
"29.29.104.564","10//2015",NA
"29.29.104.565","10//2015",1
"29.29.104.569","10//2015",1
"29.29.104.570","10//2015",1
"29.29.104.572","10//2015",1
"29.29.104.574","10//2015",1
"29.29.104.608","11//2015",1
"29.29.104.610","11//2015",1
"29.29.104.611","11//2015",1
"29.29.104.612","11//2015",1
"29.29.104.614","11//2015",1
"29.29.104.615","11//2015",NA
"29.29.104.616","11//2015",1
"29.29.104.617","11//2015",1
"29.29.104.618","11//2015",1
"29.29.104.1187","1//2016",1
"29.29.104.1189","1//2016",NA
"29.29.104.1188","1//2016",1
"29.29.104.1190","1//2016",1
"29.29.104.1191","1//2016",1
"29.29.104.1192","1//2016",1
"29.29.104.1193","1//2016",1
"29.29.104.1195","1//2016",1
"29.29.104.1196","1//2016",1
"29.29.104.1198","1//2016",1
"29.29.104.1199","1//2016",1
"29.29.104.828","2/10/16",1
"29.29.104.830","2/10/16",1
"29.29.104.831","2/10/16",1
"29.29.104.832","2/10/16",NA
"29.29.104.833","2/10/16",1
"29.29.104.834","2/10/16",1
"29.29.104.835","2/10/16",1
"29.29.104.836","2/10/16",1
"29.29.104.837","2/10/16",1
"29.29.104.841","2/10/16",1
"29.29.104.840","2/10/16",1
"29.29.104.843","2/10/16",1
"29.29.104.1439","3/23/16",1
"29.29.104.811","3/23/16",1
"29.29.104.810","3/23/16",1
"29.29.104.809","3/23/16",1
"29.29.104.808","3/23/16",1
"29.29.104.807","3/23/16",1
"29.29.104.805","3/23/16",1
"29.29.104.712","4/8/16",1
"29.29.104.713","4/8/16",1
"29.29.104.714","4/8/16",1
"29.29.104.715","4/8/16",1
"29.29.104.716","4/8/16",1
"29.29.104.717","4/8/16",1
"29.29.104.718","4/8/16",1
"29.29.104.719","4/8/16",1
"29.29.104.690","4/8/16",1
"29.29.104.709","4/8/16",1
"29.29.104.676","4/20/16",1
"29.29.104.679","4/20/16",1
"29.29.104.673","4/20/16",1
"29.29.104.670","4/20/16",1
"29.29.104.678","4/20/16",1
"29.29.104.682","4/20/16",1
"29.29.104.683","4/20/16",NA
"29.29.104.685","4/20/16",1
"29.29.104.693","4/20/16",1
"29.29.104.694","4/20/16",1
"29.29.104.725","5/21/16",1
"29.29.104.726","5/21/16",1
"29.29.104.727","5/21/16",1
"29.29.104.728","5/21/16",1
"29.29.104.730","5/21/16",1
"29.29.104.732","5/21/16",1
"29.29.104.733","5/21/16",1
"29.29.104.739","5/21/16",1
"29.29.104.740","5/21/16",1
"29.29.104.741","5/21/16",1
"29.29.104.34","6/2/16",1
"29.29.104.35","6/2/16",1
"29.29.104.36","6/2/16",1
"29.29.104.37","6/2/16",1
"29.29.104.39","6/2/16",1
"29.29.104.42","6/2/16",1
"29.29.104.43","6/2/16",1
"29.29.104.44","6/2/16",1
"29.29.104.45","6/2/16",1
"29.29.104.46","6/2/16",1
"29.29.104.47","6/2/16",1
"29.29.104.2","7/10/12",1
"29.29.104.4","7/10/12",1
"29.29.104.6","7/10/12",1
"29.29.104.7","7/10/12",1
"29.29.104.8","7/10/12",1
"29.29.104.9","7/10/12",1
"29.29.104.11","7/10/12",1
"29.29.104.14","7/10/12",1
"29.29.104.15","6/23/11",NA
"29.29.104.16","7/10/12",1
"29.29.104.17","7/12/12",1
"29.29.104.18","7/12/12",1
"29.29.104.19","7/12/12",1
"29.29.104.20","7/23/12",1
"29.29.104.22","6/20/11",1
"29.29.104.22","7/12/12",1
"29.29.104.23","6/24/11",1
"29.29.104.23","7/12/12",1
"29.29.104.24","6/20/11",1
"29.29.104.24","7/12/12",1
"29.29.104.25","7/12/12",1
"29.29.104.26","7/12/12",1
"29.29.104.27","7/12/12",1
"29.29.104.30","6/23/11",NA
"29.29.104.30","7/14/12",1
"29.29.104.31","6/20/11",1
"29.29.104.31","7/14/12",1
"29.29.104.35","7/12/12",1
"29.29.104.36","6/20/11",1
"29.29.104.36","7/12/12",1
"29.29.104.37","6/20/11",1
"29.29.104.38","6/20/11",1
"29.29.104.39","6/20/11",1
"29.29.104.40","7/14/12",1
"29.29.104.41","7/12/12",1
"29.29.104.42","6/23/11",NA
"29.29.104.42","7/12/12",1
"29.29.104.43","7/12/12",1
"29.29.104.44","7/12/12",1
"29.29.104.45","7/12/12",1
"29.29.104.46","7/12/12",1
"29.29.104.47","7/14/12",1
"29.29.104.48","7/14/12",1
"29.29.104.49","7/14/12",1
"29.29.104.50","6/24/11",1
"29.29.104.51","6/24/11",1
"29.29.104.51","7/20/12",1
"29.29.104.53","6/24/11",1
"29.29.104.54","6/24/11",1
"29.29.104.55","7/17/12",1
"29.29.104.56","7/20/12",1
"29.29.104.58","7/17/12",1
"29.29.104.60","6/20/11",1
"29.29.104.60","7/20/12",1
"29.29.104.61","7/17/12",1
"29.29.104.62","6/24/11",1
"29.29.104.62","7/20/12",1
"29.29.104.63","7/20/12",1
"29.29.104.64","6/23/11",NA
"29.29.104.64","7/17/12",1
"29.29.104.65","7/20/12",1
"29.29.104.66","7/17/12",1
"29.29.104.67","6/20/11",1
"29.29.104.67","7/17/12",1
"29.29.104.68","6/20/11",1
"29.29.104.68","7/17/12",1
"29.29.104.69","7/17/12",1
"29.29.104.72","7/18/12",1
"29.29.104.73","7/18/12",1
"29.29.104.74","7/18/12",1
"29.29.104.75","6/23/11",NA
"29.29.104.75","7/18/12",1
"29.29.104.76","7/18/12",1
"29.29.104.77","7/17/12",1
"29.29.104.78","7/17/12",1
"29.29.104.79","6/20/11",1
"29.29.104.79","7/17/12",1
"29.29.104.80","6/20/11",1
"29.29.104.81","7/17/12",1
"29.29.104.82","7/23/12",1
"29.29.104.83","7/23/12",1
"29.29.104.84","6/20/11",1
"29.29.104.84","7/23/12",1
"29.29.104.85","6/20/11",1
"29.29.104.86","6/20/11",1
"29.29.104.87","6/24/11",1
"29.29.104.88","6/23/11",NA
"29.29.104.88","7/17/12",1
"29.29.104.89","6/20/11",1
"29.29.104.89","7/16/12",1
"29.29.104.90","6/20/11",1
"29.29.104.90","7/16/12",1
"29.29.104.91","6/20/11",1
"29.29.104.91","7/16/12",1
"29.29.104.92","7/17/12",1
"29.29.104.93","6/23/11",NA
"29.29.104.93","7/17/12",1
"29.29.104.94","6/23/11",NA
"29.29.104.95","7/17/12",1
"29.29.104.96","6/23/11",NA
"29.29.104.97","6/23/11",NA
"29.29.104.97","7/16/12",1
"29.29.104.99","7/16/12",1
"29.29.104.100","7/16/12",1
"29.29.104.101","6/20/11",1
"29.29.104.101","7/16/12",1
"29.29.104.102","7/16/12",NA
"29.29.104.103","7/16/12",1
"29.29.104.104","7/16/12",1
"29.29.104.105","6/23/11",NA
"29.29.104.106","6/23/11",NA
"29.29.104.106","7/17/12",1
"29.29.104.107","7/17/12",1
"29.29.104.108","7/17/12",1
"29.29.104.111","7/17/12",1
"29.29.104.112","7/17/12",1
"29.29.104.113","6/23/11",NA
"29.29.104.113","7/18/12",1
"29.29.104.114","7/18/12",1
"29.29.104.115","7/18/12",1
"29.29.104.116","7/20/12",1
"29.29.104.117","7/20/12",1
"29.29.104.118","6/20/11",1
"29.29.104.118","7/20/12",1
"29.29.104.119","6/23/11",NA
"29.29.104.119","7/20/12",1
"29.29.104.120","7/20/12",1
"29.29.104.121","7/19/12",1
"29.29.104.122","7/18/12",1
"29.29.104.124","7/18/12",1
"29.29.104.125","7/18/12",1
"29.29.104.127","6/20/11",1
"29.29.104.127","7/18/12",1
"29.29.104.128","7/18/12",1
"29.29.104.129","7/18/12",1
"29.29.104.130","7/18/12",1
"29.29.104.131","6/23/11",NA
"29.29.104.131","7/17/12",1
"29.29.104.132","6/23/11",NA
"29.29.104.132","7/17/12",1
"29.29.104.133","7/17/12",1
"29.29.104.134","6/23/11",NA
"29.29.104.135","6/20/11",1
"29.29.104.136","6/23/11",NA
"29.29.104.136","7/17/12",1
"29.29.104.137","6/23/11",NA
"29.29.104.138","7/17/12",1
"29.29.104.139","6/23/11",NA
"29.29.104.139","7/17/12",1
"29.29.104.140","6/23/11",NA
"29.29.104.141","7/18/12",1
"29.29.104.142","7/18/12",1
"29.29.104.143","7/18/12",1
"29.29.104.144","7/21/12",1
"29.29.104.145","7/23/12",1
"29.29.104.146","7/19/12",1
"29.29.104.148","7/19/12",1
"29.29.104.150","7/20/12",1
"29.29.104.151","7/21/12",1
"29.29.104.155","7/19/12",1
"29.29.104.156","7/19/12",1
"29.29.104.159","7/19/12",1
"29.29.104.160","7/19/12",1
"29.29.104.161","7/19/12",1
"29.29.104.163","7/20/12",1
"29.29.104.164","7/20/12",1
"29.29.104.165","7/20/12",1
"29.29.104.168","7/20/12",1
"29.29.104.169","7/20/12",1
"29.29.104.170","7/20/12",1
"29.29.104.171","7/20/12",1
"29.29.104.175","7/18/12",1
"29.29.104.176","7/18/12",1
"29.29.104.177","7/18/12",1
"29.29.104.178","7/18/12",1
"29.29.104.179","7/18/12",1
"29.29.104.180","7/18/12",1
"29.29.104.181","7/18/12",1
"29.29.104.182","7/18/12",1
"29.29.104.183","7/18/12",1
"29.29.104.189","7/21/12",1
"29.29.104.190","7/21/12",1
"29.29.104.191","7/21/12",1
"29.29.104.194","7/21/12",1
"29.29.104.196","7/21/12",1
"29.29.104.197","7/21/12",1
"29.29.104.199","7/21/12",1
"29.29.104.201","7/20/12",1
"29.29.104.202","7/21/12",1
"29.29.104.205","7/21/12",1
"29.29.104.206","7/21/12",1
"29.29.104.208","7/21/12",1
"29.29.104.209","7/21/12",1
"29.29.104.210","7/21/12",1
"29.29.104.211","7/21/12",1
"29.29.104.212","7/20/12",1
"29.29.104.214","7/17/12",1
"29.29.104.215","7/17/12",1
"29.29.104.216","7/17/12",1
"29.29.104.217","7/17/12",1
"29.29.104.218","7/17/12",1
"29.29.104.219","7/17/12",1
"29.29.104.220","7/17/12",1
"29.29.104.223","7/17/12",1
"29.29.104.224","7/17/12",1
"29.29.104.226","7/17/12",1
"29.29.104.231","7/20/12",1
"29.29.104.232","7/20/12",1
"29.29.104.233","7/20/12",1
"29.29.104.235","7/20/12",1
"29.29.104.236","7/20/12",1
"29.29.104.240","7/20/12",1
"29.29.104.241","6/20/11",1
"29.29.104.242","6/20/11",1
"29.29.104.243","6/23/11",NA
"29.29.104.247","6/20/11",1
"29.29.104.249","6/20/11",1
"29.29.104.251","6/20/11",1
"29.29.104.253","7/21/12",1
"29.29.104.256","6/20/11",1
"29.29.104.256","7/21/12",1
"29.29.104.258","6/23/11",NA
"29.29.104.259","6/23/11",NA
"29.29.104.260","6/23/11",NA
"29.29.104.262","7/23/12",1
"29.29.104.263","6/20/11",1
"29.29.104.263","7/23/12",1
"29.29.104.265","7/20/12",1
"29.29.104.266","7/20/12",1
"29.29.104.267","7/18/12",1
"29.29.104.268","6/23/11",NA
"29.29.104.270","6/24/11",1
"29.29.104.270","7/18/12",1
"29.29.104.271","6/24/11",1
"29.29.104.271","7/18/12",1
"29.29.104.272","6/20/11",1
"29.29.104.273","6/20/11",1
"29.29.104.274","6/20/11",1
"29.29.104.275","6/20/11",1
"29.29.104.276","6/20/11",1
"29.29.104.280","6/23/11",NA
"29.29.104.281","6/20/11",1
"29.29.104.282","6/20/11",1
"29.29.104.285","6/20/11",1
"29.29.104.286","6/23/11",NA
"29.29.104.288","6/20/11",1
"29.29.104.289","6/23/11",NA
"29.29.104.290","6/24/11",1
"29.29.104.292","6/20/11",1
"29.29.104.295","6/24/11",1
"29.29.104.298","6/20/11",1
"29.29.104.299","6/20/11",1
"29.29.104.300","6/20/11",1
"29.29.104.301","6/24/11",1
"29.29.104.302","6/23/11",NA
"29.29.104.307","6/20/11",1
"29.29.104.310","6/23/11",NA
"29.29.104.311","6/20/11",1
"29.29.104.313","6/23/11",NA
"29.29.104.314","7/23/12",1
"29.29.104.316","6/24/11",1
"29.29.104.316","7/23/12",1
"29.29.104.317","6/23/11",NA
"29.29.104.318","6/20/11",1
"29.29.104.327","6/23/11",NA
"29.29.104.328","6/20/11",1
"29.29.104.331","6/24/11",1
"29.29.104.333","6/20/11",1
"29.29.104.334","6/20/11",1
"29.29.104.335","6/23/11",NA
"29.29.104.336","6/20/11",1
"29.29.104.340","6/24/11",1
"29.29.104.343","6/20/11",1
"29.29.104.344","6/20/11",1
"29.29.104.345","6/20/11",1
"29.29.104.347","6/20/11",1
"29.29.104.349","6/23/11",NA
"29.29.104.350","6/20/11",1
"29.29.104.359","6/23/11",NA
"29.29.104.369","6/21/11",1
"29.29.104.371","6/21/11",1
"29.29.104.372","6/23/11",NA
"29.29.104.374","6/23/11",NA
"29.29.104.376","6/24/11",1
"29.29.104.377","6/23/11",NA
"29.29.104.378","6/21/11",1
"29.29.104.387","6/21/11",1
"29.29.104.397","6/21/11",1
"29.29.104.398","6/21/11",1
"29.29.104.400","6/23/11",NA
"29.29.104.401","6/23/11",NA
"29.29.104.404","6/23/11",NA
"29.29.104.406","6/24/11",1
"29.29.104.409","6/21/11",1
"29.29.104.410","6/24/11",1
"29.29.104.413","6/21/11",1
"29.29.104.415","6/21/11",1
"29.29.104.416","6/21/11",1
"29.29.104.417","6/23/11",NA
"29.29.104.420","6/23/11",NA
"29.29.104.423","6/23/11",NA
"29.29.104.424","6/21/11",1
"29.29.104.425","6/23/11",NA
"29.29.104.426","6/21/11",1
"29.29.104.427","6/21/11",1
"29.29.104.428","6/21/11",1
"29.29.104.429","6/21/11",1
"29.29.104.430","6/21/11",1
"29.29.104.431","6/21/11",1
"29.29.104.432","6/23/11",NA
"29.29.104.434","6/21/11",1
"29.29.104.435","6/23/11",NA
"29.29.104.436","6/21/11",1
"29.29.104.514","6/21/11",1
"29.29.104.516","6/24/11",1
"29.29.104.517","6/21/11",1
"29.29.104.518","6/21/11",1
"29.29.104.520","6/21/11",1
"29.29.104.521","6/21/11",1
"29.29.104.525","6/21/11",1
"29.29.104.530","6/21/11",1
"29.29.104.531","6/21/11",1
"29.29.104.532","6/24/11",1
"29.29.104.600","6/24/11",1
"29.29.104.601","6/24/11",1
"29.29.104.602","6/24/11",1
"29.29.104.603","6/21/11",1
"29.29.104.604","6/23/11",NA
"29.29.104.605","6/21/11",1
"29.29.104.606","6/21/11",1
"29.29.104.607","6/23/11",NA
"29.29.104.608","6/23/11",NA
"29.29.104.609","6/23/11",NA
"29.29.104.614","6/23/11",NA
"29.29.104.616","6/23/11",NA
"29.29.104.617","6/23/11",NA
"29.29.104.623","6/23/11",NA
"29.29.104.624","6/22/11",1
"29.29.104.625","6/22/11",1
"29.29.104.630","6/22/11",1
"29.29.104.631","6/22/11",1
"29.29.104.632","6/23/11",NA
"29.29.104.633","6/22/11",1
"29.29.104.637","6/23/11",NA
"29.29.104.638","6/22/11",1
"29.29.104.711","6/22/11",1
"29.29.104.712","6/23/11",NA
"29.29.104.717","6/22/11",1
"29.29.104.718","6/22/11",1
"29.29.104.719","6/23/11",NA
"29.29.104.720","6/22/11",1
"29.29.104.721","6/23/11",NA
"29.29.104.723","6/23/11",NA
"29.29.104.724","6/22/11",1
"29.29.104.725","6/23/11",NA
"29.29.104.726","6/23/11",NA
"29.29.104.727","6/23/11",NA
"29.29.104.729","6/22/11",1
"29.29.104.731","6/22/11",1
"29.29.104.732","6/23/11",NA
"29.29.104.733","6/22/11",1
"29.29.104.734","6/23/11",NA
"29.29.104.738","6/23/11",NA
"29.29.104.739","6/23/11",NA
"29.29.104.741","6/23/11",NA
"29.29.104.743","6/23/11",NA
"29.29.104.745","6/22/11",1
"29.29.104.750","6/22/11",1
"29.29.104.751","6/22/11",1
"29.29.104.784","6/23/11",NA
"29.29.104.785","6/23/11",NA
"29.29.104.794","6/22/11",1
"29.29.104.795","6/23/11",NA
"29.29.104.796","6/23/11",NA
"29.29.104.797","6/22/11",1
"29.29.104.799","6/23/11",NA
"29.29.104.804","6/22/11",1
"29.29.104.808","6/22/11",1
"29.29.104.812","6/23/11",NA
"29.29.104.814","6/22/11",1
"29.29.104.815","6/22/11",1
"29.29.104.816","6/23/11",NA
"29.29.104.823","6/23/11",NA
"29.29.104.835","6/23/11",NA
"29.29.104.846","6/22/11",1
"29.29.104.851","6/23/11",NA
"29.29.104.852","6/22/11",1
"29.29.104.853","6/22/11",1
"29.29.104.854","6/22/11",1
"29.29.104.855","6/22/11",1
"29.29.104.856","6/22/11",1
"29.29.104.857","6/23/11",NA
"29.29.104.861","6/22/11",1
"29.29.104.862","6/22/11",1
"29.29.104.863","6/22/11",1
"29.29.104.864","6/22/11",1
"29.29.104.866","6/22/11",1
"29.29.104.868","6/22/11",1
"29.29.104.869","6/23/11",NA
"29.29.104.870","6/23/11",NA
"29.29.104.872","6/22/11",1
"29.29.104.873","6/23/11",1
"29.29.104.874","6/23/11",NA
"29.29.104.877","6/23/11",NA
"29.29.104.879","6/22/11",1
"29.29.104.880","6/22/11",1
"29.29.104.881","6/22/11",1
"29.29.104.884","6/23/11",NA
"29.29.104.885","6/23/11",NA
"29.29.104.887","6/22/11",1
"29.29.104.888","6/23/11",NA
"29.29.104.889","6/22/11",1
"29.29.104.892","6/22/11",1
"29.29.104.893","6/22/11",1
"29.29.104.894","6/23/11",NA
"29.29.104.895","6/22/11",1
"29.29.104.896","6/22/11",1
"29.29.104.898","6/22/11",1
"29.29.104.899","6/23/11",NA
"29.29.104.900","6/23/11",NA
"29.29.104.906","6/23/11",NA
"29.29.104.907","6/23/11",NA
"29.29.104.908","6/22/11",1
"29.29.104.909","6/22/11",1
"29.29.104.913","6/22/11",1
"29.29.104.914","6/22/11",1
"29.29.104.915","6/22/11",1
"29.29.104.916","6/22/11",1
"29.29.104.921","6/22/11",1
"29.29.104.922","6/23/11",NA
"29.29.104.924","6/23/11",NA
"29.29.104.930","6/23/11",NA
"29.29.104.931","6/22/11",1
"29.29.104.932","6/22/11",1
"29.29.104.933","6/23/11",NA
"29.29.104.934","6/23/11",1
"29.29.104.935","6/23/11",1
"29.29.104.937","6/22/11",1
"29.29.104.938","6/22/11",1
"29.29.104.939","6/23/11",NA
"29.29.104.940","6/23/11",1
"29.29.104.941","6/23/11",1
"29.29.104.942","6/22/11",1
"29.29.104.943","6/23/11",NA
"29.29.104.945","6/22/11",1
"29.29.104.947","6/22/11",1
"29.29.104.948","6/23/11",NA
"29.29.104.949","6/22/11",1
"29.29.104.950","6/22/11",1
"29.29.104.951","6/23/11",NA
"29.29.104.952","6/23/11",NA
"29.29.104.953","6/23/11",1
"29.29.104.955","6/23/11",1
"29.29.104.956","6/23/11",1
"29.29.104.957","6/23/11",NA
"29.29.104.958","6/23/11",1
"29.29.104.959","6/23/11",1
"29.29.104.960","6/23/11",NA
"29.29.104.961","6/23/11",1
"29.29.104.962","6/23/11",1
"29.29.104.965","6/23/11",NA
"29.29.104.969","6/23/11",1
"29.29.104.974","6/23/11",1
"29.29.104.975","6/23/11",1
"29.29.104.976","6/23/11",1
"29.29.104.978","6/23/11",NA
"29.29.104.982","6/23/11",1
"29.29.104.987","6/23/11",1
"29.29.104.989","6/23/11",1
"29.29.104.991","6/23/11",1
"29.29.104.992","6/23/11",1
"29.29.104.993","6/23/11",1
"29.29.104.994","6/23/11",1
"29.29.104.995","6/23/11",NA
"29.29.104.118A","6/23/11",NA
"29.29.104.121a","7/19/12",1
"29.29.104.123a","7/18/12",1
"29.29.104.240a","7/20/12",1
"29.29.104.29A","6/24/11",1
"29.29.104.436A","6/21/11",1
"29.29.104.518A","6/21/11",1
"29.29.104.86A","6/23/11",NA
"29.29.104.92a","7/17/12",1
